mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1/2	3/4	2	1		.Ab.V{	Ab	I		V	V						{	M	0	0	1, 5, 2		1	1
2	1	0	0	3/4	2	1		I	Ab	I		I	I							M	0	0	0, 4, 1		0	0
2	1	1/2	1/2	3/4	2	1		V7(9)	Ab	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
3	2	0	0	3/4	2	1		V7/IV	Ab	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
4	3	0	0	3/4	2	1		IV	Ab	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
5	4	0	0	3/4	2	1		ii7	Ab	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
6	5	0	0	3/4	2	1		V7	Ab	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	0	0	3/4	2	1		I	Ab	I		I	I							M	0	0	0, 4, 1		0	0
8	7	0	0	3/4	2	1		V7	Ab	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	7	1/2	1/2	3/4	2	1		V7(9)	Ab	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
9	8	0	0	3/4	2	1		I}	Ab	I		I	I						}	M	0	0	0, 4, 1		0	0
10	9	0	0	3/4	2	1		{	Ab	I									{		0	0				
10	9	1/2	1/2	3/4	2	1		V7(9)	Ab	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
11	10	0	0	3/4	2	1		V7/IV	Ab	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
12	11	0	0	3/4	2	1		IV	Ab	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
13	12	0	0	3/4	2	1		ii7	Ab	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
14	13	0	0	3/4	2	1		V7	Ab	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	14	0	0	3/4	2	1		I	Ab	I		I	I							M	0	0	0, 4, 1		0	0
16	15	0	0	3/4	2	1		V7	Ab	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	15	1/2	1/2	3/4	2	1		V7(9)	Ab	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
17	16	0	0	3/4	2	1		I}	Ab	I		I	I						}	M	0	0	0, 4, 1		0	0
18	17	0	0	3/4	2	1		IV(9){	Ab	I		IV(9)	IV			9			{	M	0	0	-1, 3, 0	1	-1	-1
18	17	1/4	1/4	3/4	2	1		ii6	Ab	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
18	17	1/2	1/2	3/4	2	1		V7	Ab	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	18	0	0	3/4	2	1		I(7)	Ab	I		I(7)	I			7				M	0	0	0, 4, 1	5	0	0
19	18	3/16	3/16	3/4	2	1		I	Ab	I		I	I							M	0	0	0, 4, 1		0	0
19	18	1/2	1/2	3/4	2	1		V7/IV	Ab	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
20	19	0	0	3/4	2	1		IVM7	Ab	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
20	19	1/2	1/2	3/4	2	1		V7(6)	Ab	I		V7(6)	V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
20	19	5/8	5/8	3/4	2	1		V7	Ab	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	20	0	0	3/4	2	1		I(64)}	Ab	I		I(64)	I			64			}	M	0	0	0, -1, 3		0	0
21	20	1/8	1/8	3/4	2	1		I	Ab	I		I	I							M	0	0	0, 4, 1		0	0
22	21	0	0	3/4	2	1		IV(9){	Ab	I		IV(9)	IV			9			{	M	0	0	-1, 3, 0	1	-1	-1
22	21	1/4	1/4	3/4	2	1		ii6	Ab	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
22	21	1/2	1/2	3/4	2	1		V7	Ab	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	22	0	0	3/4	2	1		I(7)	Ab	I		I(7)	I			7				M	0	0	0, 4, 1	5	0	0
23	22	3/16	3/16	3/4	2	1		I	Ab	I		I	I							M	0	0	0, 4, 1		0	0
23	22	1/2	1/2	3/4	2	1		ii%43/iii	Ab	I		ii%43/iii	ii	%	43		iii			%7	0	0	0, 4, 6, 3		6	0
24	23	0	0	3/4	2	1		V(64)/iii	Ab	I		V(64)/iii	V			64	iii			M	0	0	5, 4, 1		5	5
24	23	1/4	1/4	3/4	2	1		V/iii	Ab	I		V/iii	V				iii			M	0	0	5, 9, 6		5	5
24	23	1/2	1/2	3/4	2	1		V7/iii	Ab	I		V7/iii	V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
25	24	0	0	3/4	2	1		iii(9)}	Ab	I		iii(9)	iii			9			}	m	0	0	4, 1, 5	-1	4	4
25	24	1/8	1/8	3/4	2	1		iii	Ab	I		iii	iii							m	0	0	4, 1, 5		4	4
25	24	1/4	1/4	3/4	2	1		iii6(4)	Ab	I		iii6(4)	iii		6	4				m	0	0	3, 5, 4		4	3
25	24	1/2	1/2	3/4	2	1		iii6	Ab	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
26	25	0	0	3/4	2	1		IV(9){	Ab	I		IV(9)	IV			9			{	M	0	0	-1, 3, 0	1	-1	-1
26	25	1/4	1/4	3/4	2	1		ii6	Ab	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
26	25	1/2	1/2	3/4	2	1		V7	Ab	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
