mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	.G.I	G	I		I	I						M	0	0	0, 4, 1		0	0
2	2	0	I(64)	G	I		I(64)	I			64			M	0	0	0, -1, 3		0	0
2	2	1/4	I(4#2)	G	I		I(4#2)	I			4#2			M	0	0	0, 9, 1		0	0
2	2	1/2	I	G	I		I	I						M	0	0	0, 4, 1		0	0
3	3	0	I(64)	G	I		I(64)	I			64			M	0	0	0, -1, 3		0	0
3	3	1/4	I(4#2)	G	I		I(4#2)	I			4#2			M	0	0	0, 9, 1		0	0
3	3	1/2	I	G	I		I	I						M	0	0	0, 4, 1		0	0
4	4	0	I(64)	G	I		I(64)	I			64			M	0	0	0, -1, 3		0	0
4	4	1/4	I(4#2)	G	I		I(4#2)	I			4#2			M	0	0	0, 9, 1		0	0
4	4	1/2	I	G	I		I	I						M	0	0	0, 4, 1		0	0
7	7	0	V7	G	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
7	7	1/2	V7(9)	G	I		V7(9)	V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
8	8	0	I(64)	G	I		I(64)	I			64			M	0	0	0, -1, 3		0	0
8	8	1/4	I	G	I		I	I						M	0	0	0, 4, 1		0	0
10	10	1/2	V7/ii	G	I		V7/ii	V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
11	11	0	ii7	G	I		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
11	11	1/2	V7(9)	G	I		V7(9)	V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
12	12	0	I(764)	G	I		I(764)	I			764			M	0	0	0, -1, 3	5	0	0
12	12	1/4	I\\	G	I		I	I					\\	M	0	0	0, 4, 1		0	0
13	13	0	V7/V	G	I		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
14	14	0	V7	G	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
14	14	1/4	I	G	I		I	I						M	0	0	0, 4, 1		0	0
15	15	0	IV	G	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
16	16	0	I	G	I		I	I						M	0	0	0, 4, 1		0	0
17	17	0	V7/V	G	I		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
18	18	0	V7	G	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
18	18	1/4	I	G	I		I	I						M	0	0	0, 4, 1		0	0
