mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	1.0		0	1/2	3/4	1	1	1/4		1/4	1	1	0	72	C5	5	0
2	1	1	1.0		0	0	3/4	2	2	1/4		1/4	1		1	55	G3	3	7
2	1	1	1.0		0	0	3/4	2	2	1/4		1/4	1		-5	61	Db4	4	7
2	1	1	1.0		0	0	3/4	2	2	1/4		1/4	1		-8	64	Fb4	4	7
2	1	1	0.75		0	0	3/4	1	1	3/16		1/8	3/2	-1	0	72	C5	5	1
2	1	7/4	0.25		3/16	3/16	3/4	1	1	1/16		1/16	1		-2	70	Bb4	4	2
2	1	2	1.0		1/4	1/4	3/4	2	2	1/4		1/4	1		-4	56	Ab3	3	8
2	1	2	2.0		1/4	1/4	3/4	2	1	1/2		1/2	1		0	60	C4	4	6
2	1	2	2.0		1/4	1/4	3/4	2	1	1/2		1/2	1		-3	63	Eb4	4	6
2	1	2	0.5		1/4	1/4	3/4	1	1	1/8		1/8	1		-4	68	Ab4	4	3
2	1	5/2	0.5		3/8	3/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	4
2	1	3	1.0		1/2	1/2	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	9
2	1	3	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1	1	0	72	C5	5	5
3	2	4	1.0		0	0	3/4	2	2	1/4		1/4	1		1	55	G3	3	16
3	2	4	1.0		0	0	3/4	2	2	1/4		1/4	1		-5	61	Db4	4	16
3	2	4	1.0		0	0	3/4	2	2	1/4		1/4	1		-8	64	Fb4	4	16
3	2	4	0.75		0	0	3/4	1	1	3/16		1/8	3/2	-1	0	72	C5	5	10
3	2	19/4	0.25		3/16	3/16	3/4	1	1	1/16		1/16	1		-2	70	Bb4	4	11
3	2	5	1.0		1/4	1/4	3/4	2	2	1/4		1/4	1		-4	56	Ab3	3	17
3	2	5	2.0		1/4	1/4	3/4	2	1	1/2		1/2	1		0	60	C4	4	15
3	2	5	2.0		1/4	1/4	3/4	2	1	1/2		1/2	1		-3	63	Eb4	4	15
3	2	5	0.5		1/4	1/4	3/4	1	1	1/8		1/8	1		-4	68	Ab4	4	12
3	2	11/2	0.5		3/8	3/8	3/4	1	1	1/8		1/8	1		-1	77	F5	5	13
3	2	6	1.0		1/2	1/2	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	18
3	2	6	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		-3	75	Eb5	5	14
4	3	7	1.0		0	0	3/4	2	2	1/4		1/4	1		1	55	G3	3	25
4	3	7	1.0		0	0	3/4	2	2	1/4		1/4	1		-5	61	Db4	4	25
4	3	7	1.0		0	0	3/4	2	2	1/4		1/4	1		-8	64	Fb4	4	25
4	3	7	0.75		0	0	3/4	1	1	3/16		1/8	3/2		0	72	C5	5	19
4	3	31/4	0.25		3/16	3/16	3/4	1	1	1/16		1/16	1		-2	70	Bb4	4	20
4	3	8	1.0		1/4	1/4	3/4	2	2	1/4		1/4	1		-4	56	Ab3	3	26
4	3	8	2.0		1/4	1/4	3/4	2	1	1/2		1/2	1		0	60	C4	4	24
4	3	8	2.0		1/4	1/4	3/4	2	1	1/2		1/2	1		-3	63	Eb4	4	24
4	3	8	0.5		1/4	1/4	3/4	1	1	1/8		1/8	1		-4	68	Ab4	4	21
4	3	17/2	0.5		3/8	3/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	22
